image_id,frame_id,person_id,split,original_category,lstm_label,label,lean_flag,look_flag,phone_flag,gesture_flag,lean_angle,head_turn_angle,confidence,center_x,center_y,bbox_area,bbox_width,bbox_height,combined_suspicious,lean_magnitude,head_magnitude,spatial_center_offset,image_width,image_height,image_file
0,0,person_0000,train,Left Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,5.802227419234468,8.930054852937609,0.99,0.5578125,0.616796875,0.247939453125,0.4875,0.50859375,1,0.12893838709409927,0.09922283169930676,0.17460937500000007,640,640,IMG_8638_jpg.rf.00487f64245976f316f31f86acc850bf.jpg
1,1,person_0001,train,Looking Left,suspicious_looking,suspicious_looking,0,1,0,0,5.848324450049605,-17.809764286215927,0.99,0.4484375,0.5999015625,0.5329242089843751,0.771875,0.6904281250000001,1,0.1299627655566579,0.19788626984684363,0.15146406250000005,640,640,IMG_9203_jpg.rf.0024faebe61912532c484077deadfce7.jpg
2,2,person_0002,train,Looking Right,suspicious_looking,suspicious_looking,0,1,0,0,-0.2793231658258382,26.44865117952578,0.99,0.583984375,0.614453125,0.4243572998046875,0.66484375,0.63828125,1,0.0062071814627964045,0.2938739019947309,0.19843750000000004,640,640,IMG_9196_jpg.rf.0147a1e7b2346742e5e18359ab399139.jpg
3,3,person_0003,train,Right Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,-0.0007836157765242659,2.9730522265854273,0.99,0.51208359375,0.670565625,0.48611286452148433,0.7366671874999999,0.65988125,1,1.7413683922761463e-05,0.03303391362872697,0.18264921875000006,640,640,IMG_9118_jpg.rf.008335cc2859efddad647dd07a897b1c.jpg
4,4,person_0004,train,Looking Left,suspicious_looking,suspicious_looking,0,1,0,0,0.04077969467110963,-25.799786645696496,0.99,0.533203125,0.6,0.4210595703125,0.69453125,0.60625,1,0.0009062154371357696,0.2866642960632944,0.13320312499999998,640,640,IMG_9064_jpg.rf.016a25124834c04ff042bd133eed92a0.jpg
5,5,person_0005,train,Normal,normal,normal,0,0,0,0,-0.2845202683603148,-5.5254967324988336,0.99,0.7453125,0.590234375,0.19091796875,0.425,0.44921875,0,0.0063226726302292174,0.06139440813887593,0.335546875,640,640,IMG_8710_jpg.rf.01814c56c86705f7bacc2e0e331fc977.jpg
5,5,person_0005,train,Normal,normal,normal,0,0,0,0,-0.5724419094900721,-7.936894527310882,0.99,0.304296875,0.5984375,0.20327392578125,0.46796875,0.434375,0,0.012720931322001602,0.08818771697012091,0.29414062499999993,640,640,IMG_8710_jpg.rf.01814c56c86705f7bacc2e0e331fc977.jpg
6,6,person_0006,train,Normal,normal,normal,0,0,0,0,-0.5069208298632094,-1.6313377247208032,0.99,0.64648828125,0.44251874999999996,0.5317794143554687,0.7054765625,0.7537874999999999,0,0.011264907330293542,0.018125974719120034,0.20396953125000006,640,640,IMG_9219_jpg.rf.0277e1fb1c9b442f531d65792a917283.jpg
7,7,person_0007,train,Looking Right,suspicious_looking,suspicious_looking,0,1,0,0,6.124708464764892,27.8723337098359,0.99,0.5057101562499999,0.30553203125,0.32353391852783203,0.5520453125,0.5860640625,1,0.13610463255033095,0.30969259677595445,0.20017812499999993,640,640,IMG_8678_jpg.rf.02b4407d3794c5bc3a9aa113729324c9.jpg
7,7,person_0007,train,Right Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,7.586287469290888,5.248320367466509,0.99,0.5460265625,0.72708515625,0.29701048697753907,0.545178125,0.5447953125,1,0.16858416598424197,0.05831467074962788,0.27311171875000007,640,640,IMG_8678_jpg.rf.02b4407d3794c5bc3a9aa113729324c9.jpg
8,8,person_0008,train,Looking Left,suspicious_looking,suspicious_looking,0,1,0,0,4.95066526235813,-23.80526719179134,0.99,0.65499375,0.271509375,0.257808243515625,0.5099875,0.50551875,1,0.11001478360795844,0.26450296879768154,0.38348437500000004,640,640,IMG_8691_jpg.rf.03ee66284576184757b3b3e3a0989ed4.jpg
8,8,person_0008,train,Right Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,8.761115289160767,0.28049577868137365,0.99,0.6759265624999999,0.7137781249999999,0.3152771393945313,0.5518531249999999,0.57130625,1,0.19469145087023926,0.003116619763126374,0.38970468749999987,640,640,IMG_8691_jpg.rf.03ee66284576184757b3b3e3a0989ed4.jpg
9,9,person_0009,train,Looking Right,suspicious_looking,suspicious_looking,0,1,0,0,4.450500926388765,24.97908144477996,0.99,0.6316546875,0.251284375,0.2689669423632812,0.5351843749999999,0.50256875,1,0.09890002058641699,0.27754534938644404,0.3803703125,640,640,IMG_8696_jpg.rf.03984d09067fda3b662b09cb7de93f1e.jpg
9,9,person_0009,train,Looking Left,suspicious_looking,suspicious_looking,0,1,0,0,7.003411957010714,-10.80900099989587,0.99,0.6954085937500001,0.6617289062499999,0.3034711342749023,0.5533171875,0.5484578124999999,1,0.1556313768224603,0.12010001110995411,0.3571375,640,640,IMG_8696_jpg.rf.03984d09067fda3b662b09cb7de93f1e.jpg
10,10,person_0010,train,Right Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,-2.783000450097112,6.23616670030438,0.99,0.553515625,0.648828125,0.5453155517578125,0.78515625,0.69453125,1,0.061844454446602484,0.06929074111449311,0.20234374999999993,640,640,IMG_9108_jpg.rf.0251151c720a1b3432ba91a009dfc85f.jpg
11,11,person_0011,train,Normal,normal,normal,0,0,0,0,-0.5339035273310464,-1.088247802575672,0.99,0.59921875,0.6523992187500001,0.3342711987304688,0.5828125,0.5735484375000001,0,0.011864522829578809,0.012091642250840801,0.2516179687500001,640,640,IMG_8712_jpg.rf.04042d3ca26508f1374ba25ad3db9b6a.jpg
11,11,person_0011,train,Looking Right,suspicious_looking,suspicious_looking,0,1,0,0,5.123169914587792,28.370942420464004,0.99,0.5220546875000001,0.25856328125,0.2828855786865235,0.550359375,0.5140015625000001,1,0.11384822032417316,0.31523269356071115,0.26349140625000006,640,640,IMG_8712_jpg.rf.04042d3ca26508f1374ba25ad3db9b6a.jpg
12,12,person_0012,train,Normal,normal,normal,0,0,0,0,-2.2847702572581317,-0.5220221628064543,0.99,0.50703125,0.57890625,0.24597412109375,0.6078125,0.4046875,0,0.05077267238351404,0.005800246253405048,0.0859375,640,640,IMG_8560_jpg.rf.088d86658f7b2bd695c2965b4f4dd1c3.jpg
13,13,person_0013,train,Left Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,-1.197758041528677,-4.447324174576812,0.99,0.53554296875,0.5589632812499999,0.6970795266967774,0.9304609375,0.7491765625,1,0.026616845367303934,0.049414713050853466,0.0945062499999999,640,640,IMG_9085_jpg.rf.00da1b11f27481bb0e180ec02638df11.jpg
14,14,person_0014,train,Looking Left,suspicious_looking,suspicious_looking,0,1,0,0,5.6185261253703445,-28.767591075189397,0.99,0.49375,0.620703125,0.3975927734375,0.66875,0.59453125,1,0.12485613611934099,0.31963990083543775,0.126953125,640,640,IMG_9040_jpg.rf.0239ee3340f861b2f7e3ae5a1a88abd2.jpg
15,15,person_0015,train,Normal,normal,normal,0,0,0,0,-0.981207375197544,0.10974142723661465,0.99,0.6705671875,0.4731921874999999,0.39207093172851565,0.563009375,0.6963843749999999,0,0.0218046083377232,0.0012193491915179406,0.19737500000000008,640,640,IMG_9173_jpg.rf.058d66242e98e5c03ccafdea7d4b1486.jpg
16,16,person_0016,train,Looking Left,suspicious_looking,suspicious_looking,0,1,0,0,-0.06562013172226369,-20.794366891837036,0.99,0.524459375,0.61181015625,0.5023818189355469,0.74579375,0.6736203125,1,0.0014582251493836377,0.2310485210204115,0.13626953124999996,640,640,IMG_9040_jpg.rf.0aae455e3155d3bbaa2dc8e1754e7930.jpg
17,17,person_0017,train,Looking Left,suspicious_looking,suspicious_looking,0,1,0,0,7.157495305829762,-21.98210533755792,0.99,0.5813265624999999,0.59934296875,0.6271391151904296,0.8376531249999999,0.7486859375,1,0.1590554512406614,0.24424561486175464,0.18066953124999996,640,640,IMG_9056_jpg.rf.0be81ae485c81c7388279e297c71a025.jpg
18,18,person_0018,train,Normal,normal,normal,0,0,0,0,1.3364616853209565,0.12899935962488235,0.99,0.5343500000000001,0.6793437499999999,0.471921909375,0.73745,0.6399375,0,0.029699148562687922,0.0014333262180542482,0.21369375000000002,640,640,IMG_9171_jpg.rf.01de171ad610b8cea8c9f4dc0a57422d.jpg
19,19,person_0019,train,Normal,normal,normal,0,0,0,0,-1.1661146347743403,-0.9906196663444622,0.99,0.327734375,0.594921875,0.2247955322265625,0.48359375,0.46484375,0,0.025913658550540897,0.011006885181605135,0.2671875,640,640,IMG_8712_jpg.rf.06cf7f13f369bde130ef3ad26ca5317f.jpg
19,19,person_0019,train,Looking Right,suspicious_looking,suspicious_looking,0,1,0,0,-1.2130126024368044,19.13327831332986,0.99,0.744140625,0.586328125,0.2017364501953125,0.45703125,0.44140625,1,0.026955835609706765,0.21259198125922069,0.33046875,640,640,IMG_8712_jpg.rf.06cf7f13f369bde130ef3ad26ca5317f.jpg
20,20,person_0020,train,Looking Left,suspicious_looking,suspicious_looking,0,1,0,0,9.123288987845859,-23.285917746499862,0.99,0.50859375,0.594140625,0.434886474609375,0.6984375,0.62265625,1,0.20273975528546354,0.258732419405554,0.10273437499999993,640,640,IMG_9065_jpg.rf.0baf6a40e479cef2aa043122060a282c.jpg
21,21,person_0021,train,Looking Left,suspicious_looking,suspicious_looking,0,1,0,0,6.976883275768705,-17.90404370477567,0.99,0.41265937499999994,0.5570562499999999,0.506774869453125,0.6659437500000001,0.7609874999999999,1,0.1550418505726379,0.1989338189419519,0.14439687499999998,640,640,IMG_9064_jpg.rf.09b64cfa8e9b83460410a2e9a75dea8f.jpg
22,22,person_0022,train,Normal,normal,normal,0,0,0,0,-1.2380311169083713,-0.795004473085088,0.99,0.4137015625,0.4367109375,0.6942300063964844,0.827403125,0.839046875,0,0.027511802597963805,0.008833383034278755,0.14958749999999998,640,640,IMG_8730_jpg.rf.0bfeaeaa0f79ea8ab832f540418c3a3e.jpg
23,23,person_0023,train,Right Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,8.92891055061106,-3.38962378338758,0.99,0.55234375,0.65234375,0.51605224609375,0.7421875,0.6953125,1,0.19842023445802356,0.03766248648208422,0.20468750000000002,640,640,IMG_8732_jpg.rf.0cc7d24a76788ab1f1a684659379c63b.jpg
24,24,person_0024,train,Looking Right,suspicious_looking,suspicious_looking,0,1,0,0,3.526373082398997,16.31153861456222,0.99,0.498046875,0.53203125,0.368941650390625,0.68046875,0.5421875,1,0.07836384627553326,0.18123931793958023,0.033984374999999956,640,640,IMG_9016_jpg.rf.0f7ebea276aff86513df7b43b9561497.jpg
25,25,person_0025,train,Normal,normal,normal,0,0,0,0,-3.657498463533713,-2.123236529601626,0.99,0.48828125,0.517578125,0.305938720703125,0.6265625,0.48828125,0,0.08127774363408251,0.023591516995573623,0.029296875,640,640,IMG_8582_jpg.rf.0dc0fbe279f4da9ac3e3ce7f75135eca.jpg
26,26,person_0026,train,Left Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,12.363797756429818,1.1270272007838025,0.99,0.63125,0.49388671874999995,0.72848291015625,0.7375,0.9877734374999999,1,0.27475106125399595,0.01252252445315336,0.13736328125000002,640,640,IMG_8753_jpg.rf.100e573209ec3f651e5cf16e5710e055.jpg
27,27,person_0027,train,Left Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,-0.34062821025409756,-1.3115655802967796,0.99,0.54296875,0.6125,0.26185546875,0.5109375,0.5125,1,0.00756951578342439,0.01457295089218644,0.15546875000000004,640,640,IMG_8639_jpg.rf.0b3c3b6cd482c8d43d863ff10419bf8b.jpg
28,28,person_0028,train,Left Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,-3.214544047954738,-24.906381235190473,0.99,0.61421875,0.48632421875,0.5673255346679688,0.6128125,0.9257734375,1,0.07143431217677196,0.2767375692798941,0.12789453125000005,640,640,IMG_9130_jpg.rf.0db0b0c30f8a07f9cfa63486ee99c70b.jpg
29,29,person_0029,train,Left Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,6.768177213863971,-10.741901892214393,0.99,0.542578125,0.621875,0.48748779296875,0.89140625,0.546875,1,0.15040393808586602,0.11935446546904882,0.16445312499999998,640,640,IMG_9087_jpg.rf.02b8293119ed58e4681c91087c316f8d.jpg
30,30,person_0030,train,Right Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,14.064432861823168,-4.036810275292593,0.99,0.490625,0.596484375,0.33418212890625,0.709375,0.47109375,1,0.3125429524849593,0.044853447503251036,0.10585937499999998,640,640,IMG_8633_jpg.rf.039206eb067eb6fbfa13f595f861493b.jpg
31,31,person_0031,train,Normal,normal,normal,0,0,0,0,-4.01146452190043,-1.9037365368275339,0.99,0.59921875,0.46719218749999997,0.4455380126953125,0.6171875,0.7218843749999999,0,0.08914365604223178,0.021152628186972597,0.13202656250000006,640,640,IMG_9043_jpg.rf.0c3b1429c20bfac26378d28191422935.jpg
32,32,person_0032,train,Normal,normal,normal,0,0,0,0,2.4973284457526694,-1.2454475028264325,0.99,0.6043015625,0.52003046875,0.43938120687011717,0.636728125,0.6900609375,0,0.05549618768339266,0.013838305586960361,0.12433203125000003,640,640,IMG_9179_jpg.rf.103e663a183458a51e9028f2a29588a2.jpg
33,33,person_0033,train,Left Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,5.367137190672109,9.486443241408242,0.99,0.483984375,0.668359375,0.4502789306640625,0.68046875,0.66171875,1,0.11926971534826908,0.10540492490453603,0.18437499999999996,640,640,IMG_8744_jpg.rf.08add40ce34447b268174467ce1f896e.jpg
34,34,person_0034,train,Left Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,8.298711617955737,-3.312438628461568,0.99,0.497265625,0.6828125,0.46041748046875,0.72578125,0.634375,1,0.18441581373234972,0.036804873649572974,0.18554687500000006,640,640,IMG_9124_jpg.rf.0770915a1fef31db882f76a61ec7a7b1.jpg
35,35,person_0035,train,Right Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,7.693006408580766,-0.15221982008748208,0.99,0.40233281249999997,0.5392875,0.389005703046875,0.5077906249999999,0.7660750000000001,1,0.17095569796846147,0.0016913313343053565,0.13695468750000006,640,640,IMG_8630_jpg.rf.0a1f461cc30040cbab4219cf1de3f210.jpg
36,36,person_0036,train,Left Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,1.7539703382551404,3.150267404313993,0.99,0.521090625,0.5480007812500001,0.3115237237207031,0.55468125,0.5616265625,1,0.03897711862789201,0.03500297115904437,0.0690914062500001,640,640,IMG_8643_jpg.rf.04d03cfe851112ff81fb5c2ec6b3e5f9.jpg
37,37,person_0037,train,Right Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,5.661383350142307,-1.8384145363570767,0.99,0.4592515625,0.6069375,0.588112238671875,0.902878125,0.651375,1,0.12580851889205127,0.020426828181745297,0.14768593750000003,640,640,IMG_8611_jpg.rf.03e1460165ae1cf767f3e1371414e298.jpg
38,38,person_0038,train,Left Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,9.2340946209573,21.848276012729904,0.99,0.5459968749999999,0.64627578125,0.5292315969433594,0.7607437499999999,0.6956765625,1,0.20520210268794,0.2427586223636656,0.1922726562499999,640,640,IMG_9125_jpg.rf.1069935cb214a09b2dab53047e327367.jpg
39,39,person_0039,train,Right Hand Gesture,suspicious_gesture,suspicious_gesture,0,0,1,1,2.0709157385041603,-21.147718690205448,0.99,0.476953125,0.586328125,0.3824395751953125,0.78828125,0.48515625,1,0.0460203497445369,0.23497465211339386,0.109375,640,640,IMG_8632_jpg.rf.0b93b97f6ac7d0922f1d0d140c82ce2f.jpg
