timestamp,person_id,event_type,severity,confidence,source,details,bbox,rule_triggered
1.0664784726793943,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: right_wrist_extended_arm_absolute for 1.1s,"[771.64013671875, 301.8613586425781, 1023.6181030273438, 573.0537109375]",hand_extended_duration
1.0664784726793943,person_001,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: right_wrist_extended_arm_absolute for 1.1s,"[188.276123046875, 321.8846740722656, 406.3067321777344, 571.6034545898438]",hand_extended_duration
1.1664608294930876,person_000,Abnormal Looking Down,orange,0.75,research_rules,Looking down abnormally for 1.2s (angle: 27.4°),"[772.3184814453125, 302.4237060546875, 1023.6229858398438, 573.1989135742188]",head_pitch_sustained
1.1664608294930876,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: right_wrist_extended_arm_absolute for 1.2s,"[772.3184814453125, 302.4237060546875, 1023.6229858398438, 573.1989135742188]",hand_extended_duration
1.1664608294930876,person_001,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: right_wrist_extended_arm_absolute for 1.2s,"[186.8872833251953, 323.7530212402344, 406.9577331542969, 571.5576171875]",hand_extended_duration
1.2664431863067809,person_000,Abnormal Looking Down,orange,0.75,research_rules,Looking down abnormally for 1.3s (angle: 30.2°),"[772.7077026367188, 302.7743835449219, 1023.62060546875, 572.8162231445312]",head_pitch_sustained
1.2664431863067809,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: right_wrist_extended_arm_absolute for 1.3s,"[772.7077026367188, 302.7743835449219, 1023.62060546875, 572.8162231445312]",hand_extended_duration
1.2664431863067809,person_001,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: right_wrist_extended_arm_absolute for 1.3s,"[186.7551727294922, 323.4626159667969, 406.7078552246094, 571.6087036132812]",hand_extended_duration
1.3664255431204742,person_001,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: right_wrist_extended_arm_absolute for 1.4s,"[186.6715545654297, 323.2421569824219, 407.3435363769531, 571.6912231445312]",hand_extended_duration
1.3664255431204742,person_000,Abnormal Looking Down,orange,0.75,research_rules,Looking down abnormally for 1.4s (angle: 32.9°),"[772.9818115234375, 302.3713073730469, 1023.6119384765625, 572.7133178710938]",head_pitch_sustained
1.3664255431204742,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: right_wrist_extended_arm_absolute for 1.4s,"[772.9818115234375, 302.3713073730469, 1023.6119384765625, 572.7133178710938]",hand_extended_duration
1.4664078999341672,person_000,Abnormal Looking Down,orange,0.75,research_rules,Looking down abnormally for 1.5s (angle: 33.8°),"[773.2721557617188, 302.5494079589844, 1023.6036987304688, 572.7257080078125]",head_pitch_sustained
