timestamp,person_id,event_type,severity,confidence,source,details,bbox,rule_triggered
5.066666666666666,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: left_wrist_extended_arm_absolute for 1.1s,"[1.0473655462265015, 457.5357666015625, 310.6949157714844, 655.4320678710938]",hand_extended_duration
5.166666666666667,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: right_wrist_extended_arm_absolute for 1.2s,"[5.517038822174072, 479.006103515625, 312.3855895996094, 655.7124633789062]",hand_extended_duration
5.266666666666667,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: right_wrist_extended_arm_absolute for 1.3s,"[126.33322143554688, 558.0535888671875, 312.2344970703125, 655.6025390625]",hand_extended_duration
10.166666666666666,person_000,Frequent Head Turning,orange,0.8,research_rules,Head turned 3 times in window (current angle: 26.5°),"[0.0, 409.4814758300781, 276.1968994140625, 655.3551025390625]",head_turn_frequency
12.166666666666666,person_000,Frequent Head Turning,orange,0.8,research_rules,Head turned 3 times in window (current angle: 0.0°),"[1.0944114923477173, 385.5346984863281, 301.7159729003906, 655.5003051757812]",head_turn_frequency
14.866666666666667,person_000,Frequent Head Turning,orange,0.8,research_rules,Head turned 6 times in window (current angle: 35.0°),"[0.10900478065013885, 526.4024658203125, 244.26271057128906, 655.8013305664062]",head_turn_frequency
16.166666666666668,person_000,Abnormal Looking Down,orange,0.75,research_rules,Looking down abnormally for 1.0s (angle: 45.0°),"[0.1720741242170334, 265.4158630371094, 317.3799133300781, 555.618896484375]",head_pitch_sustained
16.266666666666666,person_000,Abnormal Looking Down,orange,0.75,research_rules,Looking down abnormally for 1.1s (angle: 45.0°),"[0.0, 260.06890869140625, 327.0055847167969, 552.6773071289062]",head_pitch_sustained
16.266666666666666,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: left_wrist_extended_arm_absolute for 1.0s,"[0.0, 260.06890869140625, 327.0055847167969, 552.6773071289062]",hand_extended_duration
16.366666666666667,person_000,Abnormal Looking Down,orange,0.75,research_rules,Looking down abnormally for 1.2s (angle: 45.0°),"[0.3286643922328949, 252.8519744873047, 334.56451416015625, 549.2293701171875]",head_pitch_sustained
16.366666666666667,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: left_wrist_extended_arm_absolute for 1.1s,"[0.3286643922328949, 252.8519744873047, 334.56451416015625, 549.2293701171875]",hand_extended_duration
16.466666666666665,person_000,Abnormal Looking Down,orange,0.75,research_rules,Looking down abnormally for 1.3s (angle: 45.0°),"[0.22068405151367188, 248.0859832763672, 341.2856140136719, 566.8953857421875]",head_pitch_sustained
16.466666666666665,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: left_wrist_extended_arm_absolute for 1.2s,"[0.22068405151367188, 248.0859832763672, 341.2856140136719, 566.8953857421875]",hand_extended_duration
16.566666666666666,person_000,Abnormal Looking Down,orange,0.75,research_rules,Looking down abnormally for 1.4s (angle: 45.0°),"[2.000701904296875, 246.9192657470703, 344.0127258300781, 610.4071655273438]",head_pitch_sustained
16.566666666666666,person_000,Suspicious Hand Activity,orange,0.7,research_rules,Hand gesture detected: left_wrist_extended_arm_absolute for 1.3s,"[2.000701904296875, 246.9192657470703, 344.0127258300781, 610.4071655273438]",hand_extended_duration
